subject_id,variant,outcome,seller_tenure_days,avg_listing_price,listings_count,category_id,pre_experiment_outcome,date
mkt_003434,0,113.31,211.0,6.46,10.0,9.0,565.64,2024-01-09
mkt_005381,1,301.0,54.0,13.62,15.0,7.0,405.96,2024-01-12
mkt_000958,0,155.99,180.0,9.01,15.0,3.0,259.64,2024-01-02
mkt_000416,0,163.67,77.0,3.46,6.0,2.0,298.4,2024-01-29
mkt_005741,1,448.39,159.0,74.36,11.0,1.0,256.75,2024-01-12
mkt_006727,1,251.45,93.0,7.02,8.0,0.0,52.03,2024-01-09
mkt_004381,0,2055.87,122.0,66.88,7.0,8.0,78.56,2024-01-03
mkt_005196,1,198.39,8.0,1.0,21.0,4.0,101.08,2024-01-19
mkt_001112,0,1476.36,27.0,7.22,15.0,3.0,42.89,2024-01-18
mkt_002688,0,282.73,209.0,23.75,10.0,2.0,195.06,2024-01-18
mkt_006472,1,391.01,66.0,73.32,14.0,7.0,1395.7,2024-01-26
mkt_008819,1,1216.16,122.0,9.07,10.0,5.0,249.65,2024-01-20
mkt_007807,1,334.89,16.0,17.88,15.0,4.0,178.2,2024-01-11
mkt_003410,0,108.55,41.0,2.13,14.0,2.0,110.64,2024-01-26
mkt_000080,0,378.64,617.0,3.94,13.0,6.0,537.34,2024-01-10
mkt_004613,1,1777.05,357.0,5.91,10.0,2.0,1673.78,2024-01-24
mkt_001373,0,134.09,30.0,46.21,19.0,9.0,294.46,2024-01-21
mkt_001509,0,92.33,310.0,45.84,14.0,9.0,28.28,2024-01-29
mkt_006442,1,619.62,37.0,15.54,5.0,3.0,213.5,2024-01-18
mkt_003070,0,194.67,90.0,20.24,13.0,9.0,129.73,2024-01-28
mkt_003015,0,228.06,949.0,9.89,11.0,6.0,256.89,2024-01-19
mkt_004822,1,434.42,75.0,23.91,5.0,4.0,195.8,2024-01-01
mkt_007821,1,460.63,181.0,19.45,5.0,9.0,680.01,2024-01-22
mkt_000092,0,15.5,51.0,4.72,11.0,4.0,148.5,2024-01-23
mkt_009420,1,679.52,114.0,34.27,20.0,8.0,181.39,2024-01-23
mkt_006599,1,376.41,64.0,7.59,13.0,4.0,196.26,2024-01-24
mkt_004442,0,437.63,354.0,21.18,11.0,3.0,1241.43,2024-01-26
mkt_007601,1,341.52,373.0,59.01,14.0,8.0,506.49,2024-01-28
mkt_003834,0,62.99,10.0,7.19,6.0,9.0,363.93,2024-01-11
mkt_009701,1,388.38,69.0,18.21,17.0,6.0,361.0,2024-01-08
mkt_004321,0,188.57,21.0,15.18,14.0,0.0,131.36,2024-01-23
mkt_003393,0,275.92,50.0,13.21,19.0,1.0,273.85,2024-01-30
mkt_004751,1,161.97,86.0,24.53,6.0,7.0,141.16,2024-01-26
mkt_007228,1,394.24,380.0,23.95,12.0,3.0,248.22,2024-01-08
mkt_009190,1,143.39,85.0,5.59,9.0,8.0,25.14,2024-01-20
mkt_002360,0,1465.45,239.0,3.73,18.0,4.0,612.02,2024-01-29
mkt_001147,0,353.73,98.0,18.84,11.0,8.0,443.39,2024-01-12
mkt_005665,1,3662.46,1276.0,36.92,10.0,8.0,2512.09,2024-01-02
mkt_008074,1,1007.62,326.0,20.89,11.0,4.0,675.26,2024-01-25
mkt_004942,1,184.39,446.0,14.72,9.0,9.0,650.09,2024-01-23
mkt_003662,0,798.41,28.0,34.13,21.0,7.0,224.99,2024-01-24
mkt_001562,0,252.61,33.0,85.26,13.0,1.0,235.44,2024-01-27
mkt_004112,0,892.22,54.0,14.42,16.0,7.0,247.18,2024-01-26
mkt_009049,1,387.98,118.0,7.74,13.0,6.0,90.13,2024-01-07
mkt_009275,1,534.83,639.0,14.66,14.0,8.0,459.66,2024-01-09
mkt_008537,1,320.23,160.0,8.43,13.0,3.0,449.6,2024-01-25
mkt_000794,0,62.71,301.0,67.4,10.0,8.0,435.86,2024-01-20
mkt_005853,1,755.63,32.0,6.8,14.0,4.0,64.07,2024-01-01
mkt_007618,1,432.81,110.0,23.94,20.0,7.0,100.23,2024-01-05
mkt_001593,0,175.08,98.0,22.65,12.0,9.0,189.38,2024-01-11
mkt_007417,1,1179.56,369.0,38.52,7.0,7.0,67.12,2024-01-15
mkt_005266,1,583.88,74.0,85.11,14.0,7.0,72.11,2024-01-22
mkt_007146,1,535.73,19.0,35.71,6.0,2.0,273.95,2024-01-23
mkt_000088,0,203.79,168.0,28.09,11.0,9.0,80.99,2024-01-26
mkt_008694,1,138.74,14.0,48.17,10.0,5.0,46.65,2024-01-08
mkt_009731,1,454.57,471.0,65.25,13.0,3.0,298.99,2024-01-22
mkt_009445,1,380.56,87.0,33.59,15.0,3.0,89.16,2024-01-06
mkt_006753,1,776.22,543.0,40.11,12.0,9.0,960.47,2024-01-12
mkt_003501,0,762.51,389.0,28.43,17.0,0.0,713.32,2024-01-06
mkt_002233,0,114.96,31.0,11.66,13.0,3.0,229.7,2024-01-25
mkt_002802,0,32.14,33.0,54.45,11.0,3.0,248.15,2024-01-24
mkt_004423,0,1722.41,76.0,28.02,18.0,0.0,673.49,2024-01-09
mkt_005662,1,114.73,55.0,13.34,15.0,2.0,104.1,2024-01-30
mkt_007169,1,105.76,46.0,7.05,8.0,0.0,191.18,2024-01-12
mkt_008336,1,196.13,39.0,20.38,10.0,4.0,119.42,2024-01-22
mkt_002147,0,388.56,43.0,17.76,10.0,8.0,59.21,2024-01-05
mkt_007968,1,534.04,165.0,25.97,14.0,8.0,288.06,2024-01-10
mkt_006550,1,698.27,890.0,10.08,9.0,8.0,522.27,2024-01-26
mkt_007642,1,1142.25,1039.0,18.09,13.0,1.0,227.32,2024-01-08
mkt_006163,1,290.37,139.0,15.71,9.0,3.0,120.65,2024-01-01
mkt_001494,0,419.52,1825.0,26.37,11.0,9.0,825.28,2024-01-13
mkt_007695,1,156.95,15.0,36.34,8.0,4.0,81.26,2024-01-19
mkt_007093,1,104.66,121.0,125.72,12.0,0.0,131.25,2024-01-08
mkt_001408,0,36.67,12.0,7.02,9.0,4.0,367.06,2024-01-05
mkt_006690,1,487.54,140.0,14.73,9.0,7.0,362.47,2024-01-20
mkt_003400,0,250.75,33.0,6.46,6.0,6.0,136.12,2024-01-21
mkt_000108,0,407.75,69.0,236.3,13.0,0.0,269.49,2024-01-28
mkt_005635,1,818.72,52.0,17.31,11.0,6.0,105.32,2024-01-04
mkt_008481,1,149.47,124.0,83.44,9.0,7.0,856.09,2024-01-07
mkt_006603,1,149.25,64.0,107.47,12.0,9.0,466.56,2024-01-04
mkt_001090,0,91.02,31.0,11.77,11.0,2.0,166.97,2024-01-10
mkt_005559,1,102.27,282.0,52.6,6.0,4.0,320.66,2024-01-08
mkt_009411,1,910.9,64.0,6.87,13.0,8.0,132.22,2024-01-23
mkt_008142,1,942.18,93.0,41.33,10.0,1.0,164.76,2024-01-23
mkt_008663,1,131.78,32.0,26.87,13.0,8.0,166.91,2024-01-17
mkt_006595,1,373.74,18.0,56.06,15.0,8.0,380.39,2024-01-01
mkt_000623,0,911.99,193.0,9.26,15.0,9.0,491.15,2024-01-17
mkt_006870,1,130.68,42.0,15.37,15.0,4.0,73.15,2024-01-09
mkt_004813,1,148.71,81.0,16.98,15.0,9.0,310.22,2024-01-17
mkt_006552,1,154.32,8.0,8.19,15.0,8.0,1027.52,2024-01-21
mkt_007529,1,839.3,499.0,17.44,13.0,5.0,607.74,2024-01-30
mkt_005795,1,49.93,18.0,17.67,11.0,0.0,186.88,2024-01-30
mkt_007436,1,251.79,15.0,113.89,9.0,0.0,16.4,2024-01-17
mkt_004217,0,548.6,224.0,16.03,10.0,1.0,104.57,2024-01-24
mkt_005940,1,423.42,58.0,19.8,14.0,1.0,391.65,2024-01-08
mkt_008500,1,117.29,22.0,16.02,14.0,7.0,208.65,2024-01-20
mkt_006428,1,324.61,451.0,7.92,13.0,0.0,436.67,2024-01-16
mkt_006826,1,68.24,128.0,82.19,8.0,9.0,91.43,2024-01-23
mkt_004130,0,4857.16,6.0,12.74,11.0,4.0,694.56,2024-01-03
mkt_007801,1,703.42,218.0,5.37,10.0,3.0,1628.32,2024-01-19
mkt_007753,1,283.87,40.0,35.72,15.0,1.0,466.32,2024-01-02
mkt_004721,1,264.14,416.0,5.23,12.0,5.0,577.21,2024-01-20
mkt_001650,0,628.28,315.0,15.48,14.0,1.0,29.51,2024-01-02
mkt_004140,0,647.37,437.0,34.08,8.0,0.0,251.76,2024-01-22
mkt_001617,0,360.17,80.0,42.41,8.0,2.0,255.53,2024-01-25
mkt_002029,0,131.98,27.0,80.13,10.0,2.0,446.12,2024-01-20
mkt_008517,1,258.56,80.0,30.3,12.0,4.0,420.38,2024-01-26
mkt_004575,1,283.44,298.0,36.17,13.0,9.0,269.11,2024-01-23
mkt_003992,0,352.47,238.0,57.04,15.0,7.0,488.33,2024-01-09
mkt_007376,1,537.59,69.0,4.25,12.0,0.0,184.07,2024-01-25
mkt_006149,1,687.95,144.0,17.74,10.0,1.0,176.49,2024-01-01
mkt_004908,1,172.72,205.0,112.15,11.0,7.0,588.52,2024-01-16
mkt_005026,1,123.99,225.0,29.95,7.0,6.0,329.09,2024-01-18
mkt_008260,1,753.73,105.0,74.8,11.0,6.0,205.05,2024-01-24
mkt_004731,1,134.18,38.0,4.81,13.0,1.0,117.11,2024-01-21
mkt_007548,1,257.27,146.0,8.13,12.0,8.0,220.18,2024-01-26
mkt_008134,1,156.98,171.0,30.54,14.0,3.0,404.93,2024-01-15
